COD_CENTRO_ESTUDIOS,NOM_CENTRO_ESTUDIOS
141377126,Instituto de Educación Superior Tecnológica (IEST) Rodrigo Salazar Palacios
140814913,Instituto de Educación Superior Tecnológica (IEST) Rodriguez De Mendoza
141389956,Instituto de Educación Superior Tecnológica (IEST) Ruben Maravi Romani
140815134,Instituto de Educación Superior Tecnológica (IEST) San Agustin - Jaén
140560615,Instituto de Educación Superior Tecnológica (IEST) San Andres - Ayabaca
141364678,Instituto de Educación Superior Tecnológica (IEST) San Antonio De Padua
141065614,Instituto de Educación Superior Tecnológica (IEST) San Francisco De Asis - Lima
140680769,Instituto de Educación Superior Tecnológica (IEST) San Ignacio
140697276,Instituto de Educación Superior Tecnológica (IEST) San Ignacio De Loyola - Junín
141389980,Instituto de Educación Superior Tecnológica (IEST) San Jose
141350982,Instituto de Educación Superior Tecnológica (IEST) San Juan
141028919,Instituto de Educación Superior Tecnológica (IEST) San Juan Del Oro
141392695,Instituto de Educación Superior Tecnológica (IEST) San Lorenzo
141101195,Instituto de Educación Superior Tecnológica (IEST) San Luis
140653493,Instituto de Educación Superior Tecnológica (IEST) San Marcos - Distrito  San Marcos
140849364,Instituto de Educación Superior Tecnológica (IEST) San Marcos - Huari
140937656,Instituto de Educación Superior Tecnológica (IEST) San Martin De Pangoa
141393800,Instituto de Educación Superior Tecnológica (IEST) San Nicolas
141313402,Instituto de Educación Superior Tecnológica (IEST) San Pedro - Corongo
141350404,Instituto de Educación Superior Tecnológica (IEST) San Pedro - Churcampa
141065093,Instituto de Educación Superior Tecnológica (IEST) San Pedro Del Valle De Mala
141341759,Instituto de Educación Superior Tecnológica (IEST) San Salvador
140732792,Instituto de Educación Superior Tecnológica (IEST) Sangarara
141351956,Instituto de Educación Superior Tecnológica (IEST) Santa Lucia - Lampa
141389972,Instituto de Educación Superior Tecnológica (IEST) Santa Maria De Nieva
140814343,Instituto de Educación Superior Tecnológica (IEST) Santa Maria Magdalena
141580034,Instituto de Educación Superior Tecnológica (IEST) Santa Rosa - Melgar (Puno)
140479048,Instituto de Educación Superior Tecnológica (IEST) Santiago Antunez De Mayolo
141016443,Instituto de Educación Superior Tecnológica (IEST) Santo Domingo De Guzman
141349943,Instituto de Educación Superior Tecnológica (IEST) Santo Domingo De Guzman
141369792,Instituto de Educación Superior Tecnológica (IEST) Santos Villalobos Huaman
140795914,Instituto de Educación Superior Tecnológica (IEST) Sausa
141180405,Instituto de Educación Superior Tecnológica (IEST) Señor De Chocan
141060425,Instituto de Educación Superior Tecnológica (IEST) Señor De Gualamita
141101641,Instituto de Educación Superior Tecnológica (IEST) Señor De La Divina Misericordia
141359041,Instituto de Educación Superior Tecnológica (IEST) Señor De Locumba
140597237,Instituto de Educación Superior Tecnológica (IEST) Simon Bolivar - Callao
141180728,Instituto de Educación Superior Tecnológica (IEST) Simon Bolivar - Paita
141249192,Instituto de Educación Superior Tecnológica (IEST) Simon Sanchez Reyes
140584722,Instituto de Educación Superior Tecnológica (IEST) Suiza
140622860,Instituto de Educación Superior Tecnológica (IEST) Sullana
140814848,Instituto de Educación Superior Tecnológica (IEST) Taurija
140936096,Instituto de Educación Superior Tecnológica (IEST) Teodoro Rivera Taype
141058650,Instituto de Educación Superior Tecnológica (IEST) Ticrapo
141175413,Instituto de Educación Superior Tecnológica (IEST) Tinyash
141384486,Instituto de Educación Superior Tecnológica (IEST) Todas Las Artes
140588012,Instituto de Educación Superior Tecnológica (IEST) Trujillo
140918136,Instituto de Educación Superior Tecnológica (IEST) Tsamajain
140481127,Instituto de Educación Superior Tecnológica (IEST) Tupac Amaru
140741744,Instituto de Educación Superior Tecnológica (IEST) Utcubamba
141345115,Instituto de Educación Superior Tecnológica (IEST) Valle De Tambo
141327295,Instituto de Educación Superior Tecnológica (IEST) Velille
140905349,Instituto de Educación Superior Tecnológica (IEST) Vicente Ferrer
140508473,Instituto de Educación Superior Tecnológica (IEST) Victor Alvarez Huapaya
140690545,Instituto de Educación Superior Tecnológica (IEST) Victor Andres Belaunde - Santiago de Chuco
140757880,Instituto de Educación Superior Tecnológica (IEST) Victor Raul Haya De La Torre
140644013,Instituto de Educación Superior Tecnológica (IEST) Victor Raul Haya De La Torre-Barranca
140674614,Instituto de Educación Superior Tecnológica (IEST) Vicus
140929497,Instituto de Educación Superior Tecnológica (IEST) Vilcabamba
140679779,Instituto de Educación Superior Tecnológica (IEST) Vilcanota
141065333,Instituto de Educación Superior Tecnológica (IEST) Villa Maria
141403575,Instituto de Educación Superior Tecnológica (IEST) Virgen De Cocharcas - Angaraes
141001940,Instituto de Educación Superior Tecnológica (IEST) Virgen De Guadalupe
141396217,Instituto de Educación Superior Tecnológica (IEST) Virgen De La Natividad
140757112,Instituto de Educación Superior Tecnológica (IEST) Virgen Del Rosario
141193135,Instituto de Educación Superior Tecnológica (IEST) Viru
141345073,Instituto de Educación Superior Tecnológica (IEST) Yanque
141225325,Instituto de Educación Superior Tecnológica (IEST) Yatraywasi
141396290,Instituto de Educación Superior Tecnológica (IEST) Zepita
130768622,Centros De Educación Técnico Productiva (CETPRO) 17
130677047,Centros De Educación Técnico Productiva (CETPRO) 22
130767434,Centros De Educación Técnico Productiva (CETPRO) 23
130677070,Centros De Educación Técnico Productiva (CETPRO) 26
130677138,Centros De Educación Técnico Productiva (CETPRO) 32
130421511,Centros De Educación Técnico Productiva (CETPRO) 34015
131571116,Centros De Educación Técnico Productiva (CETPRO) 34040
130534065,Centros De Educación Técnico Productiva (CETPRO) 001 Andres Avelino Caceres
130327528,Centros De Educación Técnico Productiva (CETPRO) 002 Tumbes
130768648,Centros De Educación Técnico Productiva (CETPRO) 002 Victor Puerta Vargas
131137637,Centros De Educación Técnico Productiva (CETPRO) 004 Samuel Ocampo Huaman
131138072,Centros De Educación Técnico Productiva (CETPRO) 005 San Jacinto
131598721,Centros De Educación Técnico Productiva (CETPRO) 006 San Pedro
131137074,Centros De Educación Técnico Productiva (CETPRO) 007 Andres Araujo Moran
131138197,Centros De Educación Técnico Productiva (CETPRO) 008 Rosa Ordinola De Noblecilla
131138510,Centros De Educación Técnico Productiva (CETPRO) 009 Hugo Salvador La Cotera Puell
130473108,Centros De Educación Técnico Productiva (CETPRO) 01 Abancay
131136480,Centros De Educación Técnico Productiva (CETPRO) 010 Marko Jara Schenone
131137116,Centros De Educación Técnico Productiva (CETPRO) 013 Felix Leon Da Silva
131137124,Centros De Educación Técnico Productiva (CETPRO) 015 Joaquin Rugel Gamboa
131138114,Centros De Educación Técnico Productiva (CETPRO) 016 Virgen Del Perpetuo Socorro
131137751,Centros De Educación Técnico Productiva (CETPRO) 017 Maximiliano Moran Arcaya
130453829,Centros De Educación Técnico Productiva (CETPRO) 01-Jayanca
130676916,Centros De Educación Técnico Productiva (CETPRO) 066 (Fusionado Al CETPRO 023)
131221985,Centros De Educación Técnico Productiva (CETPRO) 090 Daniel Alcides Carrion
130748525,Centros De Educación Técnico Productiva (CETPRO) 24220 Ccollana
131323393,Centros De Educación Técnico Productiva (CETPRO) 27 De Octubre
131057868,Centros De Educación Técnico Productiva (CETPRO) 3 De Octubre De Villa
130421453,Centros De Educación Técnico Productiva (CETPRO) 34001 - Santa Ana
130064030,Centros de Educación Técnico Productiva (CETPRO) 34007-Iv Centenario
131407535,Centros De Educación Técnico Productiva (CETPRO) 34008 - Pampas
130421495,Centros De Educación Técnico Productiva (CETPRO) 34010 De Lircay
131060060,Centros De Educación Técnico Productiva (CETPRO) 34013 - Acobamba
130687988,Centros De Educación Técnico Productiva (CETPRO) 34014 De San Cristobal
130600486,Centros De Educación Técnico Productiva (CETPRO) 34016 - Pedro Paulet
130697599,Centros De Educación Técnico Productiva (CETPRO) 34018 - Pampas
130688010,Centros De Educación Técnico Productiva (CETPRO) 34020 - Huaytara
131058908,Centros De Educación Técnico Productiva (CETPRO) 34021 - Chupamarca
131059344,Centros De Educación Técnico Productiva (CETPRO) 34022 - Tantara
130801571,Centros De Educación Técnico Productiva (CETPRO) 34023 - Cordova
131058510,Centros De Educación Técnico Productiva (CETPRO) 34026 - Yananaco
130515064,Centros De Educación Técnico Productiva (CETPRO) 34027 - Julcamarca
131058999,Centros De Educación Técnico Productiva (CETPRO) 34028 - Santa Barbara
131059104,Centros De Educación Técnico Productiva (CETPRO) 34030 Huachos
131406503,Centros De Educación Técnico Productiva (CETPRO) 34032 - Laramarca
131406487,Centros De Educación Técnico Productiva (CETPRO) 34033 - Santiago De Chocorvos
131406495,Centros De Educación Técnico Productiva (CETPRO) 37008 - Huirpacancha
130310706,Centros De Educación Técnico Productiva (CETPRO) 40049 Dean Valdivia
130533554,Centros De Educación Técnico Productiva (CETPRO) 54005 - Gil Rivera Plaza
130329987,Centros De Educación Técnico Productiva (CETPRO) 7047 Tacna
130924936,Centros De Educación Técnico Productiva (CETPRO) Acobamba
130374066,Centros De Educación Técnico Productiva (CETPRO) Acolla
131025311,Centros De Educación Técnico Productiva (CETPRO) Acora
131170679,Centros De Educación Técnico Productiva (CETPRO) Adita Zannier De Murgia (Ex - Huanchaco)
131274166,Centros De Educación Técnico Productiva (CETPRO) Agustin Rivas Vasquez
130412155,Centros De Educación Técnico Productiva (CETPRO) Aija
130679720,Centros De Educación Técnico Productiva (CETPRO) Alejandro Hernandez Bonilla
131137504,Centros De Educación Técnico Productiva (CETPRO) Alejandro Taboada
130332593,Centros De Educación Técnico Productiva (CETPRO) Almirante Miguel Grau
131017805,Centros De Educación Técnico Productiva (CETPRO) Almirante Miguel Grau
130896936,Centros De Educación Técnico Productiva (CETPRO) Alto Porongoche
131137108,Centros De Educación Técnico Productiva (CETPRO) Ana Harvis
131219179,Centros De Educación Técnico Productiva (CETPRO) Ana Maria Mogas Fontcuberta
130207761,Centros De Educación Técnico Productiva (CETPRO) Andahuaylas
130598870,Centros De Educación Técnico Productiva (CETPRO) Andamarca
131266287,Centros De Educación Técnico Productiva (CETPRO) Anna Jarvis
130717983,Centros De Educación Técnico Productiva (CETPRO) Anta
130754267,Centros De Educación Técnico Productiva (CETPRO) Antabamba
130658757,Centros De Educación Técnico Productiva (CETPRO) Antonio Brack Egg
130419853,Centros De Educación Técnico Productiva (CETPRO) Antonio Jose De Sucre
130739359,Centros De Educación Técnico Productiva (CETPRO) Antonio Raimondi
131145671,Centros De Educación Técnico Productiva (CETPRO) Apostol Santiago De Lucanas
130625095,Centros De Educación Técnico Productiva (CETPRO) Arsenio Mendoza Flor
131022045,Centros De Educación Técnico Productiva (CETPRO) Artemio Dolorier Abregu (Fusion De CETPRO - Ceo)
130437871,Centros De Educación Técnico Productiva (CETPRO) Artesanal Santa Luzmila
131160274,Centros De Educación Técnico Productiva (CETPRO) Arturo Robles Morales
130724567,Centros De Educación Técnico Productiva (CETPRO) Ascope
130240093,Centros De Educación Técnico Productiva (CETPRO) Asillo
131327139,Centros De Educación Técnico Productiva (CETPRO) Aucara
130266791,Centros De Educación Técnico Productiva (CETPRO) Aucayo
130807313,Centros De Educación Técnico Productiva (CETPRO) Augusto Figueroa Villamil (Fusion De Ceo'S)
130625053,Centros De Educación Técnico Productiva (CETPRO) Augusto Salazar Bondy
130626622,Centros De Educación Técnico Productiva (CETPRO) Ayabaca
130751651,Centros De Educación Técnico Productiva (CETPRO) Ayaviri
131146992,Centros De Educación Técnico Productiva (CETPRO) Ayraranca
130701367,Centros De Educación Técnico Productiva (CETPRO) Azangaro (Ex Ina 21)
131149210,Centros De Educación Técnico Productiva (CETPRO) Bagazan
130760686,Centros De Educación Técnico Productiva (CETPRO) Bambamarca
130686014,Centros De Educación Técnico Productiva (CETPRO) Barranca
130901843,Centros De Educación Técnico Productiva (CETPRO) Bayovar
130623066,Centros De Educación Técnico Productiva (CETPRO) Bellavista
130789446,Centros De Educación Técnico Productiva (CETPRO) Bellavista
130937839,Centros De Educación Técnico Productiva (CETPRO) Bernal
130238881,Centros De Educación Técnico Productiva (CETPRO) Bilingue De Yarina Cocha
131156157,Centros De Educación Técnico Productiva (CETPRO) Bolivar
130359778,Centros De Educación Técnico Productiva (CETPRO) Cabana
130598904,Centros De Educación Técnico Productiva (CETPRO) Cabana Sur
130797068,Centros De Educación Técnico Productiva (CETPRO) Cabanaconde
130701300,Centros De Educación Técnico Productiva (CETPRO) Cabanillas
130690537,Centros De Educación Técnico Productiva (CETPRO) Cachicadan
131523471,Centros De Educación Técnico Productiva (CETPRO) Cacra
130695999,Centros De Educación Técnico Productiva (CETPRO) Cajabamba
130522599,Centros De Educación Técnico Productiva (CETPRO) Cajamarca
130771154,Centros De Educación Técnico Productiva (CETPRO) Cajatambo
131117910,Centros De Educación Técnico Productiva (CETPRO) Cajuca
130727040,Centros De Educación Técnico Productiva (CETPRO) Calapuja
130797035,Centros De Educación Técnico Productiva (CETPRO) Callalli
130701607,Centros De Educación Técnico Productiva (CETPRO) Camata (Fusionado Al CETPRO Ilave )
131600634,Centros De Educación Técnico Productiva (CETPRO) Campo Verde
130769349,Centros De Educación Técnico Productiva (CETPRO) Canta
130663344,Centros De Educación Técnico Productiva (CETPRO) Carabayllo
130412163,Centros De Educación Técnico Productiva (CETPRO) Carhuaz
131266865,Centros De Educación Técnico Productiva (CETPRO) Carlos A . Olivares
130808923,Centros De Educación Técnico Productiva (CETPRO) Carlos Augusto Salaverry
131274323,Centros De Educación Técnico Productiva (CETPRO) Carlos Cuba Valdivia
130305631,Centros De Educación Técnico Productiva (CETPRO) Carlos Cueto Fernandini
131340678,Centros De Educación Técnico Productiva (CETPRO) Carlos Laborde
